"","tweet","existence","existence.confidence","cleantweet"
"3650","RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent","N",0.7132,"RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent"
"3651","What's Hot: Tell Toyota COO to Put the Brakes on Climate Change & the US Chamber:  You've probably heard about the... http://bit.ly/9Eiqz4","Y",0.6462,"What's Hot: Tell Toyota COO to Put the Brakes on Climate Change & the US Chamber:  You've probably heard about the... http://bit.ly/9Eiqz4"
"3652","Digg up our question to Toyota COO to Put the Brakes on Climate Change! http://bit.ly/9jFhyk We can win this like we won @citizentube!","Y",1,"Digg up our question to Toyota COO to Put the Brakes on Climate Change! http://bit.ly/9jFhyk We can win this like we won @citizentube!"
"3653","RT @DougHammett: Global warming at its best! DC nearly shut down, some areas got 44 inches!","N",0.683,"RT @DougHammett: Global warming at its best! DC nearly shut down, some areas got 44 inches!"
"3654","More Scorn, Ridicule for UN Global Warming Body http://bit.ly/dpLoX4",NA,1,"More Scorn, Ridicule for UN Global Warming Body http://bit.ly/dpLoX4"
"3655","RT @dcexaminer: More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/TOWc","N",1,"RT @dcexaminer: More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/TOWc"
"3656","#home OT - Can I reschedule my global warming pitch?: Just think if you finally got on the schedule to do a pitch ... http://bit.ly/daukSy","Y",0.6455,"#home OT - Can I reschedule my global warming pitch?: Just think if you finally got on the schedule to do a pitch ... http://bit.ly/daukSy"
"3657","Absent from Obama's address: Global Warming. //  http://on.wsj.com/92LLCt Obama's Address to DNC's Winter Meeting via @tweetmeme",NA,1,"Absent from Obama's address: Global Warming. //  http://on.wsj.com/92LLCt Obama's Address to DNC's Winter Meeting via @tweetmeme"
"3658","More on why bogus ""global warming consensus"" is fading fast: http://bit.ly/9fUavY","N",1,"More on why bogus ""global warming consensus"" is fading fast: http://bit.ly/9fUavY"
"3659","More on why bogus ""global warming consensus"" is fading fast: Margaret Wente of Toronto's Globe and Mail explains w... http://bit.ly/bClZes","N",1,"More on why bogus ""global warming consensus"" is fading fast: Margaret Wente of Toronto's Globe and Mail explains w... http://bit.ly/bClZes"
"3660","Betting on Climate Change: Corporations Stand to Make or Lose Billions: Is the planet really warming up? Just ask ... http://bit.ly/aqTRqc",NA,0.7097,"Betting on Climate Change: Corporations Stand to Make or Lose Billions: Is the planet really warming up? Just ask ... http://bit.ly/aqTRqc"
"3661","I can practically hear all of the #climate change deniers frothing at the mouth over this snowstorm. So sad they confuse weather & climate.","Y",0.6377,"I can practically hear all of the #climate change deniers frothing at the mouth over this snowstorm. So sad they confuse weather & climate."
"3662","More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/a1rD","N",0.7333,"More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/a1rD"
"3663","More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/EVtR","N",1,"More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/EVtR"
"3664","More on why bogus ""global warming consensus"" is fading fast: Margaret Wente of Toronto's Globe and Mail explains w... http://bit.ly/d2510L","N",1,"More on why bogus ""global warming consensus"" is fading fast: Margaret Wente of Toronto's Globe and Mail explains w... http://bit.ly/d2510L"
"3665","More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/4Z0n","N",1,"More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/4Z0n"
"3666","RT for those that didn't see it this morning @GBDave If you think global warming is a bad thing... http://tiny12.tv/YIE0Y","N",0.6301,"RT for those that didn't see it this morning @GBDave If you think global warming is a bad thing... http://tiny12.tv/YIE0Y"
"3667","RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent","Y",0.3638,"RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent"
"3668","@JustPlainBill Global Warming is not the established reality. Credible news sources the world over are debunking it. Esp. in UK.","N",0.7064,"@JustPlainBill Global Warming is not the established reality. Credible news sources the world over are debunking it. Esp. in UK."
"3669","UN chief climate change mongerer who wants iced water banned & aviation taxes clocked 120 long-haul flights &d 43 short-haul trips in 18 mth",NA,0.4524,"UN chief climate change mongerer who wants iced water banned & aviation taxes clocked 120 long-haul flights &d 43 short-haul trips in 18 mth"
"3670","India abandons UN's Intergovernmental Panel on Climate Change (IPCC) as untrustworthy http://bit.ly/abMsJt","N",1,"India abandons UN's Intergovernmental Panel on Climate Change (IPCC) as untrustworthy http://bit.ly/abMsJt"
"3671","@twinelm Not at all.  If that were the case, I'd believe in the stimulus, global warming, and national health care. #idont","N",0.6914,"@twinelm Not at all.  If that were the case, I'd believe in the stimulus, global warming, and national health care. #idont"
"3672","RT @proenergy: Oceans reveal further impacts of climate change http://bit.ly/9PlqYk","Y",0.6746,"RT @proenergy: Oceans reveal further impacts of climate change http://bit.ly/9PlqYk"
"3673","Tell Toyota COO to put the brakes on climate change & US CoC - Digg up this Q! http://ow.ly/14BdQ #climate #green #toyota #prius","Y",0.655,"Tell Toyota COO to put the brakes on climate change & US CoC - Digg up this Q! http://ow.ly/14BdQ #climate #green #toyota #prius"
"3674","RT @wonkroom: RT @GottaLaff: Conservatives try to suspend California's global-warming law http://bit.ly/9RDljF",NA,0.6697,"RT @wonkroom: RT @GottaLaff: Conservatives try to suspend California's global-warming law http://bit.ly/9RDljF"
"3675","a great article explaining reasons why people are not convinced by the IPCCs man-made global warming claims http://tinyurl.com/yf34stp","N",0.7191,"a great article explaining reasons why people are not convinced by the IPCCs man-made global warming claims http://tinyurl.com/yf34stp"
"3676","RT @GottaLaff: Conservatives try to suspend California's global-warming law http://bit.ly/9RDljF",NA,0.6632,"RT @GottaLaff: Conservatives try to suspend California's global-warming law http://bit.ly/9RDljF"
"3677","RT @glbarry: Michael Scott, Dunder Mifflin/Sabre: ""Change really isn't a good thing. Just ask the climate.""","Y",0.8185,"RT @glbarry: Michael Scott, Dunder Mifflin/Sabre: ""Change really isn't a good thing. Just ask the climate."""
"3678","Dear Global Warming, Having a frozen hell of a time, wish you were here. Love, The East Coast","N",0.7048,"Dear Global Warming, Having a frozen hell of a time, wish you were here. Love, The East Coast"
"3679","RT @ivangosorio @Drudge_Report PAPER: The Great Global Warming Collapse: http://bit.ly/drrEIN #agw","N",0.6789,"RT @ivangosorio @Drudge_Report PAPER: The Great Global Warming Collapse: http://bit.ly/drrEIN #agw"
"3680","Global warming is kinda blizzardy.","N",0.708,"Global warming is kinda blizzardy."
"3681","Robert S. Eshelman: World People's Conference on Climate Change and the Rights of Mother Earth kicks off in Boliv... http://huff.to/cWnaC8","Y",0.6038,"Robert S. Eshelman: World People's Conference on Climate Change and the Rights of Mother Earth kicks off in Boliv... http://huff.to/cWnaC8"
"3682","RT @lward99: Snow covers Washington DC - Must hand it to Obama he promised to end Global Warming, and did so in one year. #climategate #tcot #fb","N",0.6408,"RT @lward99: Snow covers Washington DC - Must hand it to Obama he promised to end Global Warming, and did so in one year. #climategate #tcot #fb"
"3683","Utah state representative claims climate change is a 'conspiracy' aimed at population control. http://tr.im/N5Tx","N",1,"Utah state representative claims climate change is a 'conspiracy' aimed at population control. http://tr.im/N5Tx"
"3684","Malthusian collapse. // RT @Drudge_Report   PAPER: The great global warming collapse... http://drudge.tw/97RNpE",NA,0.6865,"Malthusian collapse. // RT @Drudge_Report   PAPER: The great global warming collapse... http://drudge.tw/97RNpE"
"3685","Harsh Winter Caused by Climate Change: http://www.mnn.com/earth-matters/climate-change/stories/harsh-winter-caused-by-climate-change","Y",1,"Harsh Winter Caused by Climate Change: http://www.mnn.com/earth-matters/climate-change/stories/harsh-winter-caused-by-climate-change"
"3686","Effort underway to suspend California's global-warming law by Margot Roosevelt, LA Times http://bit.ly/cc9TVV",NA,1,"Effort underway to suspend California's global-warming law by Margot Roosevelt, LA Times http://bit.ly/cc9TVV"
"3687","[@climatebrad] At Behest Of King Coal And Big Ag, Ike Skelton And Collin Peterson Try To Outlaw Global Warming http://ow.ly/16vYfp","Y",0.665,"[@climatebrad] At Behest Of King Coal And Big Ag, Ike Skelton And Collin Peterson Try To Outlaw Global Warming http://ow.ly/16vYfp"
"3688","RT @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?",NA,0.5,"RT @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?"
"3689","Michael Scott, Dunder Mifflin/Sabre: ""Change really isn't a good thing. Just ask the climate.""","Y",0.5157,"Michael Scott, Dunder Mifflin/Sabre: ""Change really isn't a good thing. Just ask the climate."""
"3690","If global warming gets any worse I am going to have to buy a snow blower","Y",0.6565,"If global warming gets any worse I am going to have to buy a snow blower"
"3691","If you think global warming is a bad thing... http://tiny12.tv/YIE0Y","N",0.3524,"If you think global warming is a bad thing... http://tiny12.tv/YIE0Y"
"3692","RT @dilemmie: Welcome to twitter @MaryTharin - my roommate and climate change blogger. follow her so she'll stop making fun of me.","N",0.6605,"RT @dilemmie: Welcome to twitter @MaryTharin - my roommate and climate change blogger. follow her so she'll stop making fun of me."
"3693","Utah state representative claims climate change is a 'conspiracy' aimed at population control. http://dlvr.it/1QqW","N",1,"Utah state representative claims climate change is a 'conspiracy' aimed at population control. http://dlvr.it/1QqW"
"3694","Most snow we've had in years...if you believe in Global Warming...please check into an institution because you've been brain washed","N",1,"Most snow we've had in years...if you believe in Global Warming...please check into an institution because you've been brain washed"
"3695","Climate Change and Invasive Species http://bit.ly/dbH9lu via #climatechange #wildlife #invasive","Y",1,"Climate Change and Invasive Species http://bit.ly/dbH9lu via #climatechange #wildlife #invasive"
"3696","RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent","N",1,"RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent"
"3697","Snow covers Washington DC - Must hand it to Obama he promised to end Global Warming, and did so in one year. #climategate #tcot #fb","Y",0.6527,"Snow covers Washington DC - Must hand it to Obama he promised to end Global Warming, and did so in one year. #climategate #tcot #fb"
"3698","RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent","N",0.7323,"RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent"
"3699","RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent","N",1,"RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent"
"3700","RT @climatedebate: BYU scientists refute Utah committee's global warming assertations:  http://bit.ly/b4TVtx","N",0.6575,"RT @climatedebate: BYU scientists refute Utah committee's global warming assertations:  http://bit.ly/b4TVtx"
"3701","This #snowpocalypse reminds me we need to redouble our efforts to fight anthropogenic global warming.","Y",0.6574,"This #snowpocalypse reminds me we need to redouble our efforts to fight anthropogenic global warming."
